[23:27:17] [main/INFO]: ModLauncher running: args [--username, megalodon7612, --version, forge-47.4.0, --gameDir, C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9, --assetsDir, C:\Users\user\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 160e99c51a494be1bd270aebcbbcdc2a, --accessToken, ????????, --clientId, 2a1b18-1005359-d911ea-74f0ec-29cd15, --xuid, 2535427159644246, --userType, msa, --versionType, release, --width, 1024, --height, 768, --launchTarget, forgeclient, --fml.forgeVersion, 47.4.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[23:27:17] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Eclipse Adoptium; OS Windows 10 arch amd64 version 10.0
[23:27:17] [main/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\fml.toml is not correct. Correcting
[23:27:17] [main/INFO]: Incorrect key [earlyWindowLogHelpMessage] was corrected from null to true
[23:27:17] [main/INFO]: Incorrect key [earlyWindowShowCPU] was corrected from null to false
[23:27:20] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[23:27:20] [main/INFO]: Trying GL version 4.6
[23:27:20] [main/INFO]: If this message is the only thing at the bottom of your log before a crash, you probably have a driver issue.

Possible solutions:
A) Make sure Minecraft is set to prefer high performance graphics in the OS and/or driver control panel
B) Check for driver updates on the graphics brand's website
C) Try reinstalling your graphics drivers
D) If still not working after trying all of the above, ask for further help on the Forge forums or Discord
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_aquatic_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_not_aquatic_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_fiery_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_not_fiery_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_aerial_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_not_aerial_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_insect_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_not_insect_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_undead_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_not_undead_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_cost_overrides was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Incorrect key general.invalid_combos was corrected from null to its default, []. 
[23:36:20] [Server thread/WARN]: Configuration file C:\Users\user\curseforge\minecraft\Instances\All the Mods 9 - ATM9\config\ars_elemental\glyph_summon_filter.toml is not correct. Correcting
[23:36:20] [Server thread/WARN]: Incorrect key general was corrected from null to its default, SimpleCommentedConfig:{}. 
[23:36:20] [Server thread/WARN]: Incorrect key general.enabled was corrected from null to its default, true. 
[23:36:20] [Server thread/WARN]: Incorrect key general.cost was corrected from null to its default, 0. 
[23:36:20] [Server thread/WARN]: Incorrect key general.starter was corrected from null to its default, false. 
[23:36:20] [Server thread/WARN]: Incorrect key general.per_spell_limit was corrected from null to its default, 2147483647. 
[23:36:20] [Server thread/WARN]: Incorrect key general.glyph_tier was corrected from null to its default, 1. 
[23:36:20] [Server thread/WARN]: Incorrect key general.augment_limits was corrected from null to its default, []. 
